Time,FL,FR,BL,BR,Longitude,Latitude,Course_Over_Ground
1721938496.6204498,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.629491,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6360185,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6441872,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6522675,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6599166,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6677618,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6755962,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6837974,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6921124,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.6998866,3.94,1.06,-6.52,-0.13,0.0,0.0,0.0
1721938496.7081687,3.96,1.06,-6.5,-0.13,0.0,0.0,0.0
1721938496.7158601,3.98,1.1,-6.46,-0.11,0.0,0.0,0.0
1721938496.7243779,3.98,1.13,-6.53,-0.04,0.0,0.0,0.0
1721938496.7320056,3.83,1.17,-6.7,0.04,0.0,0.0,0.0
1721938496.7400928,3.64,1.26,-6.82,0.07,0.0,0.0,0.0
1721938496.74809,3.38,1.42,-6.82,0.09,0.0,0.0,0.0
1721938496.756173,3.17,1.6,-6.71,0.09,0.0,0.0,0.0
1721938496.7639048,3.01,1.75,-6.61,0.09,0.0,0.0,0.0
1721938496.7716987,2.9,1.89,-6.5,0.07,0.0,0.0,0.0
1721938496.7798526,2.83,2.03,-6.48,0.02,0.0,0.0,0.0
1721938496.787665,2.77,2.11,-6.59,0.02,0.0,0.0,0.0
1721938496.795633,2.75,2.12,-6.75,0.0,0.0,0.0,0.0
1721938496.8036752,2.79,2.12,-6.8,0.0,0.0,0.0,0.0
1721938496.8117874,2.79,2.09,-6.75,0.0,0.0,0.0,0.0
1721938496.8197775,2.79,2.07,-6.64,0.0,0.0,0.0,0.0
1721938496.8276412,2.77,2.05,-6.57,0.0,0.0,0.0,0.0
1721938496.835944,2.79,2.05,-6.52,-0.02,0.0,0.0,0.0
1721938496.8440504,2.81,2.09,-6.53,-0.02,0.0,0.0,0.0
1721938496.8520422,2.81,2.11,-6.62,-0.02,0.0,0.0,0.0
1721938496.8598936,2.86,2.11,-6.68,-0.02,0.0,0.0,0.0
1721938496.8680544,2.9,2.05,-6.64,-0.02,0.0,0.0,0.0
1721938496.8762965,2.92,2.02,-6.53,-0.04,0.0,0.0,0.0
1721938496.88398,2.92,2.0,-6.46,-0.05,0.0,0.0,0.0
1721938496.8917253,2.9,2.0,-6.44,-0.07,0.0,0.0,0.0
1721938496.899772,2.88,2.0,-6.46,-0.09,0.0,0.0,0.0
1721938496.9078462,2.88,2.02,-6.52,-0.09,0.0,0.0,0.0
1721938496.9156585,2.88,2.02,-6.57,-0.09,0.0,0.0,0.0
1721938496.923597,2.93,2.0,-6.57,-0.09,0.0,0.0,0.0
1721938496.9317725,2.95,1.98,-6.52,-0.09,0.0,0.0,0.0
1721938496.9399335,2.95,1.96,-6.44,-0.11,0.0,0.0,0.0
1721938496.947791,2.92,1.96,-6.41,-0.11,0.0,0.0,0.0
1721938496.9557934,2.93,1.98,-6.41,-0.11,0.0,0.0,0.0
1721938496.9643643,2.93,2.0,-6.41,-0.11,0.0,0.0,0.0
1721938496.9720693,2.93,2.03,-6.44,-0.11,0.0,0.0,0.0
1721938496.9799132,2.95,2.03,-6.46,-0.09,0.0,0.0,0.0
1721938496.9879768,2.97,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938496.9960375,2.95,2.02,-6.44,-0.07,0.0,0.0,0.0
1721938497.0039604,2.92,2.02,-6.43,-0.07,0.0,0.0,0.0
1721938497.0118349,2.92,2.02,-6.43,-0.07,0.0,0.0,0.0
1721938497.019812,2.92,2.0,-6.46,-0.07,0.0,0.0,0.0
1721938497.0279744,2.9,2.02,-6.46,-0.07,0.0,0.0,0.0
1721938497.0360048,2.88,2.03,-6.48,-0.09,0.0,0.0,0.0
1721938497.0442033,2.9,2.02,-6.5,-0.09,0.0,0.0,0.0
1721938497.051954,2.95,1.98,-6.48,-0.09,0.0,0.0,0.0
1721938497.0605044,2.93,1.98,-6.46,-0.09,0.0,0.0,0.0
1721938497.0681646,2.88,2.03,-6.44,-0.09,0.0,0.0,0.0
1721938497.0759401,2.9,2.03,-6.44,-0.09,0.0,0.0,0.0
1721938497.0840657,2.92,2.03,-6.46,-0.09,0.0,0.0,0.0
1721938497.0923746,2.92,2.03,-6.46,-0.09,0.0,0.0,0.0
1721938497.100158,2.92,2.0,-6.44,-0.11,0.0,0.0,0.0
1721938497.1079986,2.99,1.94,-6.43,-0.13,0.0,0.0,0.0
1721938497.1164794,3.02,1.91,-6.41,-0.13,0.0,0.0,0.0
1721938497.124286,2.99,1.93,-6.41,-0.14,0.0,0.0,0.0
1721938497.131732,2.93,1.98,-6.43,-0.14,0.0,0.0,0.0
1721938497.1397176,2.93,2.0,-6.46,-0.13,0.0,0.0,0.0
1721938497.1480458,2.93,2.02,-6.46,-0.13,0.0,0.0,0.0
1721938497.1559594,2.9,2.02,-6.46,-0.13,0.0,0.0,0.0
1721938497.164265,2.9,2.0,-6.44,-0.13,0.0,0.0,0.0
1721938497.1718557,2.95,1.96,-6.44,-0.13,0.0,0.0,0.0
1721938497.17998,2.97,1.98,-6.44,-0.11,0.0,0.0,0.0
1721938497.18876,2.95,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.1963637,2.92,2.05,-6.46,-0.09,0.0,0.0,0.0
1721938497.204396,2.92,2.05,-6.46,-0.09,0.0,0.0,0.0
1721938497.2127979,2.9,2.03,-6.46,-0.09,0.0,0.0,0.0
1721938497.2198048,2.9,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.228293,2.92,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.236407,2.95,2.02,-6.44,-0.07,0.0,0.0,0.0
1721938497.2444675,2.95,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.2518964,2.9,2.07,-6.5,-0.07,0.0,0.0,0.0
1721938497.2598658,2.86,2.07,-6.52,-0.07,0.0,0.0,0.0
1721938497.268061,2.84,2.07,-6.52,-0.07,0.0,0.0,0.0
1721938497.2760234,2.83,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938497.2841277,2.81,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938497.2920654,2.83,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938497.3000128,2.86,2.05,-6.53,-0.05,0.0,0.0,0.0
1721938497.3077972,2.86,2.07,-6.53,-0.05,0.0,0.0,0.0
1721938497.3164246,2.84,2.07,-6.53,-0.05,0.0,0.0,0.0
1721938497.3250737,2.84,2.07,-6.53,-0.05,0.0,0.0,0.0
1721938497.3319468,2.83,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.3400729,2.81,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.3480031,2.81,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.356165,2.83,2.07,-6.55,-0.04,0.0,0.0,0.0
1721938497.3643804,2.83,2.07,-6.55,-0.04,0.0,0.0,0.0
1721938497.3724363,2.84,2.07,-6.55,-0.04,0.0,0.0,0.0
1721938497.380181,2.84,2.07,-6.53,-0.04,0.0,0.0,0.0
1721938497.3877828,2.83,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.3959255,2.83,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.404211,2.83,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.411905,2.84,2.07,-6.52,-0.04,0.0,0.0,0.0
1721938497.4204493,2.84,2.07,-6.53,-0.04,0.0,0.0,0.0
1721938497.4284058,2.86,2.05,-6.53,-0.04,0.0,0.0,0.0
1721938497.436341,2.86,2.03,-6.52,-0.05,0.0,0.0,0.0
1721938497.4439511,2.86,2.03,-6.5,-0.05,0.0,0.0,0.0
1721938497.4523945,2.86,2.05,-6.48,-0.05,0.0,0.0,0.0
1721938497.4605622,2.86,2.05,-6.48,-0.05,0.0,0.0,0.0
1721938497.46843,2.88,2.05,-6.5,-0.05,0.0,0.0,0.0
1721938497.4761214,2.88,2.05,-6.5,-0.05,0.0,0.0,0.0
1721938497.4841006,2.88,2.03,-6.52,-0.05,0.0,0.0,0.0
1721938497.492192,2.88,2.02,-6.52,-0.05,0.0,0.0,0.0
1721938497.50014,2.86,2.02,-6.5,-0.07,0.0,0.0,0.0
1721938497.5077426,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.5156167,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.523844,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.5319266,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.539694,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.5476556,2.9,2.02,-6.5,-0.07,0.0,0.0,0.0
1721938497.5557158,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938497.5638478,2.9,2.02,-6.46,-0.07,0.0,0.0,0.0
1721938497.5719209,2.9,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.5798233,2.9,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.5880811,2.9,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.5962124,2.9,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.6039662,2.92,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.612193,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.6199331,2.92,2.0,-6.44,-0.09,0.0,0.0,0.0
1721938497.6281571,2.92,2.0,-6.44,-0.09,0.0,0.0,0.0
1721938497.6363835,2.93,2.0,-6.44,-0.09,0.0,0.0,0.0
1721938497.6442611,2.93,2.0,-6.44,-0.09,0.0,0.0,0.0
1721938497.652194,2.95,2.0,-6.44,-0.09,0.0,0.0,0.0
1721938497.6602654,2.93,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.668064,2.93,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.676414,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.6839073,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.6920764,2.9,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.7001226,2.9,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.7081032,2.92,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.7158856,2.92,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.723784,2.92,2.02,-6.48,-0.09,0.0,0.0,0.0
1721938497.7317703,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.7399864,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.7480578,2.92,2.02,-6.44,-0.09,0.0,0.0,0.0
1721938497.7558513,2.92,2.02,-6.46,-0.09,0.0,0.0,0.0
1721938497.764357,2.9,2.03,-6.48,-0.09,0.0,0.0,0.0
1721938497.77181,2.9,2.03,-6.48,-0.09,0.0,0.0,0.0
1721938497.7797081,2.9,2.03,-6.48,-0.09,0.0,0.0,0.0
1721938497.7878,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.7960825,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.8038561,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.811963,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.819798,2.86,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.8277948,2.86,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938497.836267,2.86,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938497.9696329,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.9725318,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.9799523,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938497.9877098,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938497.9961116,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.003946,2.92,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.0117002,2.92,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.0197103,2.92,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.0276423,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.0358436,2.86,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.0437763,2.86,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.0517633,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.059759,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.0676274,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.0759072,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.0841856,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.0921428,2.86,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.1001248,2.84,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.1080549,2.84,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.1159914,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.1238427,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.1325147,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.139904,2.9,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.147677,2.88,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938498.15573,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.1643271,2.88,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938498.1720552,2.88,2.05,-6.46,-0.07,0.0,0.0,0.0
1721938498.1800764,2.88,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.188101,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.1960466,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.2043061,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.2120636,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.2201474,2.86,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.2281463,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.2360172,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.2439198,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.251961,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.2598197,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.2678719,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.276031,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.2840412,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.2918963,2.88,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.299909,2.88,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.3080256,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.3166018,2.9,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.3240905,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.3323174,2.88,2.03,-6.52,-0.07,0.0,0.0,0.0
1721938498.340462,2.86,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938498.3486266,2.86,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938498.3563406,2.86,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938498.3642962,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.3723469,2.88,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938498.3806372,2.88,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938498.3876836,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938498.3957138,2.86,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.4039388,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.4120674,2.86,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.4203422,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.427923,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.436528,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.4445899,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.4522064,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.459918,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.4678009,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.47581,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.4839628,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.4917445,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.4997323,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.5081913,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.515906,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.5239115,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.5323153,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.539863,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.547631,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.5561352,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.5643868,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.5719721,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.581218,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.5886815,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.596267,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.6038835,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.6118364,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.6196747,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.6278923,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.6359468,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.643801,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.6517296,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.6600442,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.667861,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.675668,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.6838677,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.6918662,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.7004123,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.7083201,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.7157745,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.723831,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.7320228,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.7396278,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.747842,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.7560873,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.763705,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.7717755,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.780472,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.788435,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.7960715,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.804096,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.8128479,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.820138,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.82799,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.8361382,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.8437095,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938498.8518422,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.8596783,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.8678997,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.8759434,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.8842676,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.8917527,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.899786,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.9077573,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.91628,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.923926,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.9319603,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.9401467,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.947915,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938498.955814,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.963965,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.9718895,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.979791,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938498.987822,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938498.9958348,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.0037973,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.0117614,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.019644,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.027622,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.0357378,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.044,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.051868,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.0599492,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.0678668,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.076039,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.0844345,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.0923407,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1000311,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1078494,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1162019,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.1241255,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.131971,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.139723,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.1478813,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1560137,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.163987,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1718314,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1799,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.1886334,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.1968222,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.2039046,2.9,2.02,-6.46,-0.07,0.0,0.0,0.0
1721938499.2119844,2.9,2.02,-6.46,-0.07,0.0,0.0,0.0
1721938499.2202837,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938499.2279437,2.9,2.02,-6.5,-0.07,0.0,0.0,0.0
1721938499.235967,2.9,2.02,-6.5,-0.07,0.0,0.0,0.0
1721938499.243937,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938499.2519603,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938499.2597356,2.9,2.02,-6.46,-0.07,0.0,0.0,0.0
1721938499.267915,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938499.2757733,2.9,2.02,-6.48,-0.07,0.0,0.0,0.0
1721938499.2838562,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.2918632,2.9,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.300065,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.308255,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.3163168,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938499.3238876,2.9,2.03,-6.46,-0.07,0.0,0.0,0.0
1721938499.331914,2.9,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.3398814,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.3477829,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.3557673,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.3636966,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.371945,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.3797615,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.387917,2.88,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.3958752,2.88,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4040797,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4118025,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4198177,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.4277532,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.435999,2.86,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938499.444117,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.451894,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4597185,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4677658,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4758463,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.4837663,2.86,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.4916203,2.86,2.03,-6.5,-0.07,0.0,0.0,0.0
1721938499.4996343,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.5077984,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.5157335,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.5237412,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.5321066,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.539744,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.5479112,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.55617,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.5641918,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.572069,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.5799217,2.86,2.05,-6.52,-0.07,0.0,0.0,0.0
1721938499.5879319,2.86,2.05,-6.5,-0.07,0.0,0.0,0.0
1721938499.595719,2.88,2.05,-6.48,-0.07,0.0,0.0,0.0
1721938499.6038265,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.611754,2.88,2.03,-6.48,-0.07,0.0,0.0,0.0
1721938499.6201098,2.88,2.03,-6.5,-0.07,0.0,0.0,0.0
