Time,FL,FR,BL,BR,Longitude,Latitude,Course_Over_Ground
1721938586.5327382,2.38,32.31,-2.43,8.23,0.0,0.0,0.0
1721938586.5406094,2.38,32.78,-2.43,8.78,0.0,0.0,0.0
1721938586.548138,2.36,33.28,-2.47,9.4,0.0,0.0,0.0
1721938586.5560546,2.32,33.84,-2.56,10.03,0.0,0.0,0.0
1721938586.5640745,2.27,34.42,-2.61,10.66,0.0,0.0,0.0
1721938586.5718024,2.27,35.05,-2.61,11.3,0.0,0.0,0.0
1721938586.5799117,2.3,35.69,-2.56,11.95,0.0,0.0,0.0
1721938586.587932,2.36,36.34,-2.48,12.58,0.0,0.0,0.0
1721938586.595652,2.41,37.01,-2.45,13.19,0.0,0.0,0.0
1721938586.6039715,2.41,37.69,-2.47,13.81,0.0,0.0,0.0
1721938586.612027,2.39,38.36,-2.5,14.42,0.0,0.0,0.0
1721938586.6202035,2.38,39.04,-2.54,14.99,0.0,0.0,0.0
1721938586.6281772,2.34,39.71,-2.54,15.57,0.0,0.0,0.0
1721938586.636132,2.36,40.37,-2.48,16.15,0.0,0.0,0.0
1721938586.6444275,2.43,41.04,-2.39,16.7,0.0,0.0,0.0
1721938586.6520138,2.48,41.71,-2.34,17.24,0.0,0.0,0.0
1721938586.6599138,2.52,42.35,-2.34,17.77,0.0,0.0,0.0
1721938586.6678865,2.52,42.98,-2.39,18.25,0.0,0.0,0.0
1721938586.676451,2.5,43.6,-2.45,18.74,0.0,0.0,0.0
1721938586.6845374,2.47,44.21,-2.47,19.19,0.0,0.0,0.0
1721938586.6920314,2.45,44.78,-2.43,19.62,0.0,0.0,0.0
1721938586.6998043,2.45,45.36,-2.38,20.07,0.0,0.0,0.0
1721938586.7077525,2.48,45.9,-2.34,20.5,0.0,0.0,0.0
1721938586.7159603,2.5,46.44,-2.34,20.93,0.0,0.0,0.0
1721938586.7238288,2.5,46.98,-2.39,21.35,0.0,0.0,0.0
1721938586.732018,2.48,47.48,-2.43,21.76,0.0,0.0,0.0
1721938586.7402143,2.48,47.97,-2.47,22.14,0.0,0.0,0.0
1721938586.7482908,2.48,48.46,-2.43,22.54,0.0,0.0,0.0
1721938586.75582,2.48,48.91,-2.36,22.88,0.0,0.0,0.0
1721938586.7643995,2.5,49.32,-2.32,23.18,0.0,0.0,0.0
1721938586.7723925,2.5,49.7,-2.32,23.47,0.0,0.0,0.0
1721938586.7801178,2.5,50.06,-2.38,23.72,0.0,0.0,0.0
1721938586.787905,2.48,50.36,-2.43,23.94,0.0,0.0,0.0
1721938586.7960994,2.48,50.67,-2.47,24.12,0.0,0.0,0.0
1721938586.8039513,2.47,50.96,-2.43,24.26,0.0,0.0,0.0
1721938586.8119624,2.47,51.23,-2.39,24.39,0.0,0.0,0.0
1721938586.8197367,2.47,51.48,-2.34,24.48,0.0,0.0,0.0
1721938586.8278193,2.47,51.73,-2.34,24.53,0.0,0.0,0.0
1721938586.8358939,2.47,51.97,-2.38,24.61,0.0,0.0,0.0
1721938586.8439784,2.48,52.18,-2.41,24.66,0.0,0.0,0.0
1721938586.852042,2.48,52.38,-2.43,24.71,0.0,0.0,0.0
1721938586.8599792,2.48,52.56,-2.43,24.73,0.0,0.0,0.0
1721938586.8681195,2.48,52.74,-2.39,24.35,0.0,0.0,0.0
1721938586.8760748,2.47,52.92,-2.39,23.74,0.0,0.0,0.0
1721938586.883964,2.45,53.08,-2.39,22.99,0.0,0.0,0.0
1721938586.8917916,2.43,53.26,-2.43,22.18,0.0,0.0,0.0
1721938586.899941,2.39,53.44,-2.48,21.31,0.0,0.0,0.0
1721938586.9080012,2.39,53.59,-2.48,20.36,0.0,0.0,0.0
1721938586.9159024,2.39,53.71,-2.5,19.39,0.0,0.0,0.0
1721938586.9247408,2.41,53.75,-2.47,18.36,0.0,0.0,0.0
1721938586.9323163,2.45,53.68,-2.45,17.28,0.0,0.0,0.0
1721938586.9400294,2.43,53.5,-2.43,16.22,0.0,0.0,0.0
1721938586.9477835,2.39,53.3,-2.43,15.14,0.0,0.0,0.0
1721938586.9556162,2.39,53.08,-2.47,14.08,0.0,0.0,0.0
1721938586.9642975,2.41,52.81,-2.48,13.05,0.0,0.0,0.0
1721938586.972113,2.43,52.36,-2.48,12.04,0.0,0.0,0.0
1721938586.9800675,2.43,51.66,-2.48,11.11,0.0,0.0,0.0
1721938586.9881356,2.41,50.78,-2.45,10.22,0.0,0.0,0.0
1721938586.996172,2.39,49.7,-2.45,9.41,0.0,0.0,0.0
1721938587.004019,2.38,48.47,-2.45,8.69,0.0,0.0,0.0
1721938587.0122116,2.38,47.11,-2.47,8.05,0.0,0.0,0.0
1721938587.0205262,2.39,45.61,-2.48,7.52,0.0,0.0,0.0
1721938587.0285547,2.41,43.97,-2.48,7.06,0.0,0.0,0.0
1721938587.03649,2.43,42.25,-2.47,6.7,0.0,0.0,0.0
1721938587.0443044,2.43,40.41,-2.47,6.43,0.0,0.0,0.0
1721938587.05228,2.39,38.52,-2.45,6.25,0.0,0.0,0.0
1721938587.059871,2.38,36.54,-2.45,6.14,0.0,0.0,0.0
1721938587.0681775,2.39,34.51,-2.45,6.12,0.0,0.0,0.0
1721938587.0759661,2.43,32.45,-2.47,6.16,0.0,0.0,0.0
1721938587.0840433,2.43,30.42,-2.47,6.21,0.0,0.0,0.0
1721938587.0922966,2.41,28.39,-2.45,6.23,0.0,0.0,0.0
1721938587.0999956,2.41,26.39,-2.45,6.23,0.0,0.0,0.0
1721938587.107799,2.43,24.43,-2.45,6.21,0.0,0.0,0.0
1721938587.1158767,2.43,22.52,-2.45,6.19,0.0,0.0,0.0
1721938587.1241245,2.39,20.72,-2.45,6.19,0.0,0.0,0.0
1721938587.1319652,2.39,18.99,-2.47,6.21,0.0,0.0,0.0
1721938587.140272,2.43,17.33,-2.47,6.23,0.0,0.0,0.0
1721938587.1484997,2.45,15.82,-2.47,6.23,0.0,0.0,0.0
1721938587.155953,2.43,14.42,-2.45,6.23,0.0,0.0,0.0
1721938587.1638584,2.41,13.16,-2.43,6.23,0.0,0.0,0.0
1721938587.1721115,2.43,12.06,-2.45,6.23,0.0,0.0,0.0
1721938587.1802015,2.43,11.12,-2.45,6.23,0.0,0.0,0.0
1721938587.1884396,2.39,10.39,-2.47,6.23,0.0,0.0,0.0
1721938587.1957881,2.38,9.83,-2.47,6.23,0.0,0.0,0.0
1721938587.2040415,2.43,9.45,-2.47,6.23,0.0,0.0,0.0
1721938587.2116868,2.45,9.31,-2.45,6.23,0.0,0.0,0.0
1721938587.2201433,2.43,9.34,-2.43,6.19,0.0,0.0,0.0
1721938587.2281332,2.39,9.5,-2.43,6.17,0.0,0.0,0.0
1721938587.2357872,2.41,9.63,-2.47,6.28,0.0,0.0,0.0
1721938587.2448313,2.45,9.7,-2.48,6.23,0.0,0.0,0.0
1721938587.2525454,2.41,9.72,-2.47,6.17,0.0,0.0,0.0
1721938587.2603085,2.3,9.68,-2.48,6.16,0.0,0.0,0.0
1721938587.2681086,2.32,9.58,-2.43,6.16,0.0,0.0,0.0
1721938587.2758703,2.45,9.45,-2.43,6.17,0.0,0.0,0.0
1721938587.284193,2.52,9.43,-2.41,6.23,0.0,0.0,0.0
1721938587.2919638,2.52,9.54,-2.41,6.25,0.0,0.0,0.0
1721938587.2999265,2.47,9.65,-2.43,6.25,0.0,0.0,0.0
1721938587.3080063,2.45,9.65,-2.43,6.25,0.0,0.0,0.0
1721938587.3157148,2.45,9.61,-2.43,6.25,0.0,0.0,0.0
1721938587.3237927,2.43,9.56,-2.39,6.25,0.0,0.0,0.0
1721938587.33185,2.43,9.52,-2.38,6.25,0.0,0.0,0.0
1721938587.3403711,2.47,9.54,-2.38,6.25,0.0,0.0,0.0
1721938587.348336,2.48,9.56,-2.39,6.25,0.0,0.0,0.0
1721938587.3561141,2.5,9.59,-2.43,6.26,0.0,0.0,0.0
1721938587.3640478,2.47,9.59,-2.45,6.26,0.0,0.0,0.0
1721938587.372369,2.41,9.59,-2.47,6.26,0.0,0.0,0.0
1721938587.3801029,2.39,9.54,-2.43,6.28,0.0,0.0,0.0
1721938587.3880432,2.45,9.49,-2.39,6.28,0.0,0.0,0.0
1721938587.3960915,2.48,9.5,-2.38,6.28,0.0,0.0,0.0
1721938587.404399,2.5,9.56,-2.38,6.28,0.0,0.0,0.0
1721938587.411891,2.5,9.61,-2.41,6.3,0.0,0.0,0.0
1721938587.4205744,2.5,9.61,-2.43,6.3,0.0,0.0,0.0
1721938587.4281952,2.47,9.59,-2.43,6.32,0.0,0.0,0.0
1721938587.4357724,2.41,9.58,-2.43,6.32,0.0,0.0,0.0
1721938587.4440913,2.39,9.56,-2.41,6.34,0.0,0.0,0.0
1721938587.4521534,2.43,9.54,-2.41,6.34,0.0,0.0,0.0
1721938587.460507,2.47,9.56,-2.43,6.35,0.0,0.0,0.0
1721938587.4678185,2.47,9.61,-2.45,6.35,0.0,0.0,0.0
1721938587.476077,2.45,9.63,-2.47,6.35,0.0,0.0,0.0
1721938587.4843075,2.43,9.63,-2.47,6.37,0.0,0.0,0.0
1721938587.4919157,2.41,9.59,-2.45,6.41,0.0,0.0,0.0
1721938587.5000315,2.38,9.58,-2.43,6.41,0.0,0.0,0.0
1721938587.5076847,2.38,9.58,-2.43,6.43,0.0,0.0,0.0
1721938587.5157611,2.43,9.58,-2.45,6.46,0.0,0.0,0.0
1721938587.523924,2.45,9.59,-2.48,6.5,0.0,0.0,0.0
1721938587.5321627,2.45,9.61,-2.5,6.53,0.0,0.0,0.0
1721938587.5400076,2.43,9.63,-2.5,6.53,0.0,0.0,0.0
1721938587.5481033,2.38,9.61,-2.48,6.53,0.0,0.0,0.0
1721938587.5560174,2.36,9.61,-2.47,6.53,0.0,0.0,0.0
1721938587.5641162,2.34,9.61,-2.45,6.53,0.0,0.0,0.0
1721938587.5716991,2.36,9.61,-2.47,6.53,0.0,0.0,0.0
1721938587.579776,2.39,9.61,-2.48,6.57,0.0,0.0,0.0
1721938587.587912,2.43,9.61,-2.5,6.59,0.0,0.0,0.0
1721938587.5959008,2.43,9.61,-2.5,6.61,0.0,0.0,0.0
1721938587.6038616,2.41,9.59,-2.5,6.61,0.0,0.0,0.0
1721938587.6119854,2.38,9.61,-2.48,6.57,0.0,0.0,0.0
1721938587.6199315,2.34,9.63,-2.47,6.53,0.0,0.0,0.0
1721938587.6278825,2.34,9.65,-2.45,6.52,0.0,0.0,0.0
1721938587.6363182,2.38,9.65,-2.47,6.52,0.0,0.0,0.0
1721938587.6443832,2.39,9.65,-2.48,6.53,0.0,0.0,0.0
1721938587.651855,2.41,9.63,-2.5,6.55,0.0,0.0,0.0
1721938587.6605737,2.43,9.61,-2.5,6.55,0.0,0.0,0.0
1721938587.6686163,2.41,9.61,-2.48,6.52,0.0,0.0,0.0
1721938587.6764212,2.38,9.61,-2.47,6.5,0.0,0.0,0.0
1721938587.683917,2.36,9.63,-2.45,6.5,0.0,0.0,0.0
1721938587.6917975,2.38,9.65,-2.45,6.5,0.0,0.0,0.0
1721938587.699714,2.41,9.65,-2.47,6.5,0.0,0.0,0.0
1721938587.7077591,2.41,9.63,-2.48,6.52,0.0,0.0,0.0
1721938587.7157345,2.41,9.63,-2.5,6.52,0.0,0.0,0.0
1721938587.7240863,2.41,9.61,-2.5,6.52,0.0,0.0,0.0
1721938587.7322378,2.39,9.59,-2.48,6.5,0.0,0.0,0.0
1721938587.7403672,2.38,9.59,-2.48,6.46,0.0,0.0,0.0
1721938587.748123,2.36,9.63,-2.47,6.44,0.0,0.0,0.0
1721938587.7557948,2.38,9.65,-2.47,6.44,0.0,0.0,0.0
1721938587.763793,2.39,9.65,-2.47,6.46,0.0,0.0,0.0
1721938587.7722464,2.41,9.63,-2.48,6.48,0.0,0.0,0.0
1721938587.7807143,2.41,9.59,-2.48,6.48,0.0,0.0,0.0
1721938587.787661,2.41,9.58,-2.5,6.48,0.0,0.0,0.0
1721938587.7963624,2.41,9.58,-2.48,6.5,0.0,0.0,0.0
1721938587.804069,2.39,9.59,-2.47,6.5,0.0,0.0,0.0
1721938587.812016,2.38,9.61,-2.47,6.52,0.0,0.0,0.0
1721938587.8198936,2.39,9.63,-2.47,6.52,0.0,0.0,0.0
1721938587.827839,2.43,9.63,-2.47,6.52,0.0,0.0,0.0
1721938587.8359222,2.43,9.63,-2.47,6.52,0.0,0.0,0.0
1721938587.8438478,2.45,9.63,-2.45,6.52,0.0,0.0,0.0
1721938587.851882,2.43,9.72,-2.45,6.52,0.0,0.0,0.0
1721938587.8603096,2.39,10.01,-2.45,6.52,0.0,0.0,0.0
1721938587.8686733,2.43,10.24,-2.45,6.52,0.0,0.0,0.0
1721938587.8764586,2.45,10.46,-2.45,6.52,0.0,0.0,0.0
1721938587.8843303,2.41,10.85,-2.45,6.5,0.0,0.0,0.0
1721938587.8923721,2.41,11.29,-2.45,6.48,0.0,0.0,0.0
1721938587.9005477,2.47,11.79,-2.43,6.48,0.0,0.0,0.0
1721938587.9085538,2.47,12.4,-2.43,6.48,0.0,0.0,0.0
1721938587.9163234,2.47,13.01,-2.41,6.48,0.0,0.0,0.0
1721938587.924503,2.45,13.73,-2.43,6.5,0.0,0.0,0.0
1721938587.9322479,2.43,14.42,-2.45,6.52,0.0,0.0,0.0
1721938587.9403665,2.43,15.08,-2.47,6.53,0.0,0.0,0.0
1721938587.9477918,2.41,15.77,-2.47,6.53,0.0,0.0,0.0
1721938587.9563634,2.39,16.34,-2.45,6.53,0.0,0.0,0.0
1721938587.9643295,2.45,16.9,-2.41,6.53,0.0,0.0,0.0
1721938587.972011,2.47,17.33,-2.39,6.53,0.0,0.0,0.0
1721938587.9802184,2.47,17.73,-2.41,6.53,0.0,0.0,0.0
1721938587.9879315,2.45,18.07,-2.45,6.53,0.0,0.0,0.0
1721938587.9959848,2.43,18.34,-2.47,6.52,0.0,0.0,0.0
1721938588.0043228,2.43,18.61,-2.48,6.48,0.0,0.0,0.0
1721938588.0121098,2.41,18.85,-2.45,6.44,0.0,0.0,0.0
1721938588.01993,2.41,19.12,-2.41,6.43,0.0,0.0,0.0
1721938588.0286176,2.43,19.39,-2.39,6.41,0.0,0.0,0.0
1721938588.0362794,2.47,19.69,-2.41,6.39,0.0,0.0,0.0
1721938588.0442755,2.47,20.03,-2.43,6.37,0.0,0.0,0.0
1721938588.052446,2.45,20.41,-2.45,6.37,0.0,0.0,0.0
1721938588.0601497,2.45,20.83,-2.47,6.35,0.0,0.0,0.0
1721938588.0681963,2.43,21.28,-2.45,6.35,0.0,0.0,0.0
1721938588.0761352,2.43,21.73,-2.43,6.37,0.0,0.0,0.0
1721938588.0849426,2.43,22.21,-2.41,6.37,0.0,0.0,0.0
1721938588.091971,2.43,22.68,-2.43,6.34,0.0,0.0,0.0
1721938588.0999966,2.39,23.18,-2.47,6.34,0.0,0.0,0.0
1721938588.1081145,2.38,23.69,-2.5,6.37,0.0,0.0,0.0
1721938588.1157227,2.36,24.17,-2.54,6.39,0.0,0.0,0.0
1721938588.1245399,2.36,24.7,-2.54,6.39,0.0,0.0,0.0
1721938588.132462,2.36,25.22,-2.5,6.34,0.0,0.0,0.0
1721938588.1402626,2.36,25.76,-2.48,6.3,0.0,0.0,0.0
1721938588.147735,2.36,26.33,-2.47,6.25,0.0,0.0,0.0
1721938588.1557288,2.38,26.93,-2.48,6.23,0.0,0.0,0.0
1721938588.1645312,2.38,27.58,-2.5,6.23,0.0,0.0,0.0
1721938588.1721468,2.38,28.22,-2.52,6.23,0.0,0.0,0.0
1721938588.180345,2.38,28.91,-2.52,6.23,0.0,0.0,0.0
1721938588.1882606,2.38,29.59,-2.48,6.21,0.0,0.0,0.0
1721938588.19588,2.39,30.24,-2.47,6.17,0.0,0.0,0.0
1721938588.204295,2.39,30.89,-2.43,6.16,0.0,0.0,0.0
1721938588.2121885,2.39,31.5,-2.43,6.12,0.0,0.0,0.0
1721938588.2196813,2.39,32.09,-2.47,6.1,0.0,0.0,0.0
1721938588.2278104,2.41,32.67,-2.48,6.08,0.0,0.0,0.0
1721938588.236148,2.41,33.19,-2.48,6.05,0.0,0.0,0.0
1721938588.244098,2.41,33.68,-2.48,6.01,0.0,0.0,0.0
1721938588.252321,2.41,34.07,-2.47,5.99,0.0,0.0,0.0
1721938588.2603464,2.41,34.43,-2.45,5.98,0.0,0.0,0.0
1721938588.2680023,2.39,34.74,-2.43,5.96,0.0,0.0,0.0
1721938588.2759478,2.39,35.06,-2.45,5.96,0.0,0.0,0.0
1721938588.284068,2.39,35.35,-2.48,5.96,0.0,0.0,0.0
1721938588.292021,2.43,35.68,-2.48,5.96,0.0,0.0,0.0
1721938588.3005342,2.43,36.0,-2.48,5.98,0.0,0.0,0.0
1721938588.3083212,2.43,36.32,-2.47,5.99,0.0,0.0,0.0
1721938588.3162918,2.43,36.63,-2.45,5.99,0.0,0.0,0.0
1721938588.324022,2.43,36.94,-2.43,6.01,0.0,0.0,0.0
1721938588.3319936,2.43,37.24,-2.41,6.03,0.0,0.0,0.0
1721938588.3400261,2.43,37.57,-2.41,6.03,0.0,0.0,0.0
1721938588.3477945,2.47,37.89,-2.41,6.03,0.0,0.0,0.0
1721938588.3557746,2.48,38.23,-2.43,6.03,0.0,0.0,0.0
1721938588.3641226,2.48,38.57,-2.41,6.05,0.0,0.0,0.0
1721938588.372024,2.47,38.93,-2.41,6.07,0.0,0.0,0.0
1721938588.3801847,2.43,39.33,-2.43,6.08,0.0,0.0,0.0
1721938588.3881683,2.39,39.73,-2.45,6.1,0.0,0.0,0.0
1721938588.395987,2.38,40.12,-2.47,6.1,0.0,0.0,0.0
1721938588.404013,2.38,40.54,-2.48,6.1,0.0,0.0,0.0
1721938588.4121933,2.38,40.93,-2.48,6.1,0.0,0.0,0.0
1721938588.4201899,2.41,41.31,-2.48,6.1,0.0,0.0,0.0
1721938588.4284463,2.41,41.71,-2.48,6.1,0.0,0.0,0.0
1721938588.4360094,2.41,42.07,-2.48,6.07,0.0,0.0,0.0
1721938588.4439573,2.38,42.44,-2.48,6.03,0.0,0.0,0.0
1721938588.4520319,2.36,42.82,-2.48,5.99,0.0,0.0,0.0
1721938588.4601965,2.36,43.2,-2.48,5.96,0.0,0.0,0.0
1721938588.4682155,2.38,43.6,-2.48,5.92,0.0,0.0,0.0
1721938588.4758115,2.39,43.99,-2.48,5.89,0.0,0.0,0.0
1721938588.4838197,2.39,44.41,-2.48,5.81,0.0,0.0,0.0
1721938588.4919841,2.39,44.8,-2.5,5.76,0.0,0.0,0.0
1721938588.499988,2.39,45.22,-2.5,5.71,0.0,0.0,0.0
1721938588.5077925,2.36,45.61,-2.5,5.69,0.0,0.0,0.0
1721938588.5165036,2.34,45.99,-2.48,5.69,0.0,0.0,0.0
1721938588.5243852,2.36,46.21,-2.48,5.71,0.0,0.0,0.0
1721938588.5322409,2.38,45.99,-2.48,5.71,0.0,0.0,0.0
1721938588.5402396,2.39,45.47,-2.48,5.69,0.0,0.0,0.0
1721938588.5483875,2.39,44.75,-2.5,5.6,0.0,0.0,0.0
1721938588.5565653,2.39,43.88,-2.48,5.51,0.0,0.0,0.0
1721938588.5640693,2.39,42.93,-2.48,5.47,0.0,0.0,0.0
1721938588.572063,2.38,41.87,-2.47,5.45,0.0,0.0,0.0
1721938588.5802047,2.36,40.75,-2.47,5.47,0.0,0.0,0.0
1721938588.587918,2.39,39.56,-2.47,5.49,0.0,0.0,0.0
1721938588.5958366,2.43,38.3,-2.47,5.49,0.0,0.0,0.0
1721938588.6042914,2.43,37.03,-2.47,5.49,0.0,0.0,0.0
1721938588.611836,2.43,35.69,-2.47,5.44,0.0,0.0,0.0
1721938588.6200645,2.41,34.33,-2.47,5.42,0.0,0.0,0.0
1721938588.6281228,2.41,32.96,-2.47,5.42,0.0,0.0,0.0
1721938588.6359441,2.39,31.57,-2.45,5.42,0.0,0.0,0.0
1721938588.6442,2.41,30.17,-2.43,5.44,0.0,0.0,0.0
1721938588.6521857,2.45,28.8,-2.41,5.54,0.0,0.0,0.0
1721938588.6601362,2.47,27.43,-2.39,5.67,0.0,0.0,0.0
1721938588.667898,2.48,26.08,-2.39,5.67,0.0,0.0,0.0
1721938588.6763365,2.47,24.77,-2.45,5.65,0.0,0.0,0.0
1721938588.6840222,2.47,23.49,-2.43,5.67,0.0,0.0,0.0
1721938588.6921132,2.43,22.25,-2.43,5.72,0.0,0.0,0.0
1721938588.6997643,2.43,21.08,-2.39,5.85,0.0,0.0,0.0
1721938588.7079086,2.47,19.93,-2.39,6.05,0.0,0.0,0.0
1721938588.7159693,2.48,18.86,-2.39,6.35,0.0,0.0,0.0
1721938588.723908,2.48,17.87,-2.39,6.75,0.0,0.0,0.0
1721938588.7321,2.48,16.96,-2.41,7.25,0.0,0.0,0.0
1721938588.7402,2.47,16.11,-2.41,7.9,0.0,0.0,0.0
1721938588.7481692,2.47,15.37,-2.43,8.62,0.0,0.0,0.0
1721938588.7560802,2.45,14.92,-2.41,9.41,0.0,0.0,0.0
1721938588.764474,2.45,14.6,-2.41,10.24,0.0,0.0,0.0
1721938588.772207,2.45,14.49,-2.41,11.09,0.0,0.0,0.0
1721938588.7798722,2.45,14.62,-2.43,11.84,0.0,0.0,0.0
1721938588.7879522,2.45,14.89,-2.43,12.53,0.0,0.0,0.0
1721938588.7959247,2.47,15.21,-2.45,13.07,0.0,0.0,0.0
1721938588.8041327,2.45,15.57,-2.45,13.46,0.0,0.0,0.0
1721938588.811847,2.39,15.97,-2.45,13.68,0.0,0.0,0.0
1721938588.8200543,2.39,16.38,-2.45,13.77,0.0,0.0,0.0
1721938588.8287888,2.41,16.79,-2.43,13.73,0.0,0.0,0.0
1721938588.8360844,2.45,17.24,-2.43,13.64,0.0,0.0,0.0
1721938588.8439224,2.48,17.69,-2.41,13.55,0.0,0.0,0.0
1721938588.8518636,2.5,18.18,-2.41,13.54,0.0,0.0,0.0
1721938588.860251,2.5,18.67,-2.41,13.59,0.0,0.0,0.0
1721938588.8683817,2.45,19.13,-2.45,13.68,0.0,0.0,0.0
1721938588.8761287,2.39,19.62,-2.47,13.77,0.0,0.0,0.0
1721938588.8841825,2.36,20.11,-2.47,13.84,0.0,0.0,0.0
1721938588.8924642,2.38,20.59,-2.45,13.93,0.0,0.0,0.0
1721938588.900364,2.45,21.08,-2.41,14.04,0.0,0.0,0.0
1721938588.9080184,2.48,21.56,-2.38,14.22,0.0,0.0,0.0
1721938588.916138,2.5,22.05,-2.39,14.47,0.0,0.0,0.0
1721938588.9243994,2.48,22.5,-2.45,14.83,0.0,0.0,0.0
1721938588.9319017,2.41,22.95,-2.48,15.28,0.0,0.0,0.0
1721938588.9400969,2.36,23.36,-2.48,15.79,0.0,0.0,0.0
1721938588.9480946,2.32,23.76,-2.48,16.38,0.0,0.0,0.0
1721938588.9559417,2.36,24.1,-2.45,16.99,0.0,0.0,0.0
1721938588.964011,2.41,24.41,-2.43,17.62,0.0,0.0,0.0
1721938588.9723969,2.45,24.68,-2.45,18.25,0.0,0.0,0.0
1721938588.9797747,2.45,24.93,-2.5,18.85,0.0,0.0,0.0
1721938588.9877162,2.39,25.16,-2.52,19.42,0.0,0.0,0.0
1721938588.9961226,2.36,25.4,-2.52,19.96,0.0,0.0,0.0
1721938589.0035958,2.32,25.65,-2.48,20.48,0.0,0.0,0.0
1721938589.0116649,2.34,25.92,-2.45,21.04,0.0,0.0,0.0
1721938589.0200398,2.39,26.24,-2.43,21.6,0.0,0.0,0.0
1721938589.02773,2.43,26.6,-2.45,22.18,0.0,0.0,0.0
1721938589.0359058,2.43,27.04,-2.48,22.79,0.0,0.0,0.0
1721938589.0438483,2.43,27.52,-2.52,23.44,0.0,0.0,0.0
1721938589.052113,2.39,28.08,-2.54,24.12,0.0,0.0,0.0
1721938589.0604498,2.36,28.69,-2.48,24.84,0.0,0.0,0.0
1721938589.0684578,2.36,29.36,-2.45,25.63,0.0,0.0,0.0
1721938589.0761871,2.38,30.06,-2.43,26.46,0.0,0.0,0.0
1721938589.0839484,2.39,30.8,-2.45,27.31,0.0,0.0,0.0
1721938589.0923972,2.39,31.52,-2.5,28.17,0.0,0.0,0.0
1721938589.0997803,2.39,32.26,-2.54,29.02,0.0,0.0,0.0
1721938589.1083765,2.39,32.94,-2.54,29.83,0.0,0.0,0.0
1721938589.1164403,2.39,33.57,-2.5,30.6,0.0,0.0,0.0
1721938589.124451,2.38,34.16,-2.45,31.32,0.0,0.0,0.0
1721938589.1323469,2.38,34.7,-2.41,32.0,0.0,0.0,0.0
1721938589.1403663,2.38,35.21,-2.43,32.63,0.0,0.0,0.0
1721938589.148383,2.39,35.66,-2.47,33.25,0.0,0.0,0.0
1721938589.156392,2.41,36.02,-2.5,33.82,0.0,0.0,0.0
1721938589.1643205,2.41,36.07,-2.52,34.42,0.0,0.0,0.0
1721938589.1725116,2.41,35.75,-2.48,34.99,0.0,0.0,0.0
1721938589.1802523,2.41,35.3,-2.45,35.57,0.0,0.0,0.0
1721938589.1884415,2.38,34.76,-2.41,36.18,0.0,0.0,0.0
1721938589.196363,2.39,34.16,-2.41,36.81,0.0,0.0,0.0
1721938589.204296,2.41,33.55,-2.47,37.48,0.0,0.0,0.0
1721938589.2123804,2.41,32.9,-2.5,38.14,0.0,0.0,0.0
1721938589.220305,2.41,32.24,-2.5,38.83,0.0,0.0,0.0
1721938589.2284575,2.45,31.55,-2.47,39.49,0.0,0.0,0.0
1721938589.2367032,2.47,30.87,-2.41,40.12,0.0,0.0,0.0
1721938589.2443671,2.47,30.2,-2.39,40.72,0.0,0.0,0.0
1721938589.2525818,2.43,29.54,-2.39,41.27,0.0,0.0,0.0
1721938589.2601953,2.43,28.89,-2.41,41.8,0.0,0.0,0.0
1721938589.268937,2.43,28.28,-2.45,42.26,0.0,0.0,0.0
1721938589.275836,2.47,27.67,-2.45,42.73,0.0,0.0,0.0
1721938589.2839975,2.5,27.07,-2.41,43.18,0.0,0.0,0.0
1721938589.2920308,2.5,26.48,-2.38,43.65,0.0,0.0,0.0
1721938589.3002007,2.5,25.92,-2.34,44.14,0.0,0.0,0.0
1721938589.3081427,2.5,25.36,-2.34,44.62,0.0,0.0,0.0
1721938589.3161626,2.48,24.82,-2.38,45.11,0.0,0.0,0.0
1721938589.3240824,2.47,24.32,-2.39,45.61,0.0,0.0,0.0
1721938589.3321075,2.47,23.83,-2.43,46.08,0.0,0.0,0.0
1721938589.3401194,2.48,23.36,-2.41,46.51,0.0,0.0,0.0
1721938589.3478703,2.48,22.93,-2.41,46.91,0.0,0.0,0.0
1721938589.355818,2.47,22.54,-2.38,47.2,0.0,0.0,0.0
1721938589.364263,2.43,22.18,-2.38,47.16,0.0,0.0,0.0
1721938589.371754,2.43,21.83,-2.38,46.69,0.0,0.0,0.0
1721938589.3796663,2.45,21.53,-2.41,46.03,0.0,0.0,0.0
1721938589.3884976,2.48,21.28,-2.39,45.05,0.0,0.0,0.0
1721938589.3963382,2.5,21.08,-2.39,43.81,0.0,0.0,0.0
1721938589.4036798,2.5,20.93,-2.38,42.28,0.0,0.0,0.0
1721938589.412361,2.5,20.83,-2.38,40.55,0.0,0.0,0.0
1721938589.4204097,2.48,20.77,-2.41,38.63,0.0,0.0,0.0
1721938589.4286156,2.43,20.77,-2.41,36.49,0.0,0.0,0.0
1721938589.436143,2.41,20.79,-2.43,34.18,0.0,0.0,0.0
1721938589.443878,2.43,20.83,-2.43,31.72,0.0,0.0,0.0
1721938589.4519994,2.47,20.83,-2.41,29.16,0.0,0.0,0.0
1721938589.4601312,2.45,20.84,-2.41,26.51,0.0,0.0,0.0
1721938589.4678495,2.45,20.86,-2.45,23.8,0.0,0.0,0.0
1721938589.4760654,2.45,20.83,-2.47,21.06,0.0,0.0,0.0
